date,year,filer,deal_type,type_group,usd_mm,mw,n,headline,url
2025-10-09,2025,Applied Digital Corp.,Lease,Lease,11000.0,150.0,1,"Applied Digital signs additional 150 MW ~15-year lease with CoreWeave, fully leasing the 400 MW Polaris Forge 1 campus in Ellendale, ND for ~$11bn of total contracted lease revenue, and breaks ground on the $3bn Polaris Forge 2 campus with Macquarie financing",https://www.sec.gov/Archives/edgar/data/1144879/000114487925000068/apldq126earningsrelease.htm
2025-09-11,2025,"Soluna Holdings, Inc",Hosting/Colocation Agreement,Other,,83.0,1,"Soluna breaks ground on 166 MW wind-powered Project Kati in Willacy County, Texas, with 83 MW Kati 1 bitcoin hosting phase (48 MW for Galaxy) online early 2026 and 83 MW Kati 2 AI/HPC phase to follow",https://www.sec.gov/Archives/edgar/data/64463/000149315225013038/ex99-1.htm
2025-09-09,2025,Talen Energy Corp,Power Purchase Agreement,Other,,1920.0,1,"Talen investor update highlights AWS nuclear PPA ramp (240 MW mid-2026 to up to 1,920 MW) from Susquehanna and pending ~3 GW Freedom and Guernsey CCGT acquisitions in PA/OH data center markets",https://www.sec.gov/Archives/edgar/data/1622536/000162253625000010/investorupdate090925_vf.htm
2025-08-29,2025,Applied Digital Corp.,Lease,Lease,4000.0,150.0,1,"Applied Digital finalizes additional 150 MW critical IT lease with CoreWeave at Polaris Forge 1 in Ellendale, ND, bringing total CoreWeave leases to 400 MW and total contracted lease revenue to ~$11bn",https://www.sec.gov/Archives/edgar/data/1144879/000149315225012458/ex99-1.htm
2025-08-18,2025,TERAWULF INC.,Lease,Lease,,160.0,1,"TeraWulf subsidiary Akela Data signs 10-year lease of 160+ MW colocation building CB-5 at Lake Mariner campus to Fluidstack, backstopped by Google in exchange for warrants on 32.6mm TeraWulf shares",https://www.sec.gov/Archives/edgar/data/1083301/000110465925079463/tm2523651d3_8k.htm
2025-08-14,2025,TERAWULF INC.,Lease,Lease,,200.0,1,"TeraWulf subsidiary Akela Data signs two 10-year data center leases (CB-3, CB-4) with Fluidstack for 200+ MW of critical IT load at Lake Mariner, NY, backstopped by Google in exchange for 41mm penny warrants",https://www.sec.gov/Archives/edgar/data/1083301/000110465925078084/tm2523008d2_8k.htm
2025-08-14,2025,TERAWULF INC.,Lease,Lease,3700.0,200.0,1,"TeraWulf signs 10-year, ~$3.7bn hyperscale lease with Fluidstack for 200+ MW critical IT (250 MW gross) at Lake Mariner (CB-3 and CB-4) with $1.8bn Google backstop, and secures 80-year Cayuga site lease unlocking 400 MW of HPC capacity in Lansing, NY",https://www.sec.gov/Archives/edgar/data/1083301/000110465925078086/tm2523008d1_ex99-3.htm
2025-08-07,2025,"DigitalBridge Group, Inc.",Acquisition,Acquisition,,400.0,1,"DigitalBridge closes multi-billion-dollar acquisition of Yondr Group (400 MW+ in place, 1 GW+ potential) and launches Takanock powered-land platform with ArcLight ($500mm committed) while portfolio companies Switch and Vantage raise $7bn+ of debt in 2Q25",https://www.sec.gov/Archives/edgar/data/1679688/000167968825000081/digitalbridge-2q25xearni.htm
2025-08-07,2025,Hut 8 Corp.,Hosting/Colocation Agreement,Other,,205.0,1,"Hut 8 energizes and commercializes its 205 MW Vega site for ASIC colocation with BITMAIN (with American Bitcoin purchase option), secures 5-year IESO capacity contracts for 310 MW of Ontario generation via Far North JV with Macquarie, and advances 430 MW of AI data center projects including River Bend, Louisiana",https://www.sec.gov/Archives/edgar/data/1964789/000155837025010632/hut-20250807xex99d1.htm
2025-08-07,2025,Cipher Mining Inc.,Debt Financing,Debt Financing,172.5,150.0,1,"Cipher Mining Q2 2025 update: energized 150 MW Black Pearl Phase I (of 300 MW site) funded by a $172.5mm convertible note offering, plans 150 MW HPC-convertible Phase II, and reports Barber Lake (300 MW approved, signed MOU for additional 500 MW) in advanced HPC tenant discussions",https://www.sec.gov/Archives/edgar/data/1819989/000181998925000079/ciphermining_businessupd.htm
2025-08-07,2025,Talen Energy Corp,Power Purchase Agreement,Other,,1920.0,1,"Talen expands AWS PPA to up to 1,920 MW of front-of-the-meter nuclear power through 2042 for AWS data center campus adjacent to Susquehanna, and agrees to acquire Freedom and Guernsey gas plants for $3.5bn net",https://www.sec.gov/Archives/edgar/data/1622536/000162828025038538/a20250807q22025earningsrel.htm
2025-08-05,2025,Galaxy Digital Inc.,Lease,Lease,,133.0,1,"CoreWeave exercises final option for an additional 133 MW of critical IT load at Galaxy's Helios campus, bringing its commitment to the full 800 MW gross / 526 MW critical IT approved at the site; Galaxy also signs PSA to buy 160 adjacent acres with a 1 GW interconnection request",https://www.sec.gov/Archives/edgar/data/1859392/000185939225000032/glxy-20250630xpressrelease.htm
2025-07-31,2025,EQUINIX INC,Acquisition,Acquisition,,,1,"Equinix re-files Q2 2025 earnings release (corrected cash flow statement showing $182mm business acquisitions): completed acquisition of three data centers in Manila, Philippines in June; 12 xScale projects underway with ~$450mm xScale spend to be reimbursed via U.S. JV",https://www.sec.gov/Archives/edgar/data/1101239/000110123925000035/eqix-063025xpressrelease.htm
2025-07-30,2025,EQUINIX INC,Acquisition,Acquisition,,,1,"Equinix Q2 2025 results: completed acquisition of three data centers in Manila, Philippines in June; 59 major projects underway including 12 xScale projects, with ~$450mm of on-balance-sheet xScale spend to be reimbursed on transfer into U.S. joint venture",https://www.sec.gov/Archives/edgar/data/1101239/000110123925000028/june302025pressrelease-8k.htm
2025-07-29,2025,NEW ERA HELIUM INC.,Acquisition,Acquisition,,250.0,1,"New Era Helium's 50/50 JV Texas Critical Data Centers closes purchase of 235 acres from Grow Odessa in Ector County, TX for a 250 MW AI/HPC campus, with an LOI for 203 more acres",https://www.sec.gov/Archives/edgar/data/2028336/000121390025068761/ea025043401ex99-1_newera.htm
2025-07-29,2025,BLUSKY AI INC.,Land Acquisition,Other,,50.0,1,BluSky AI signs non-binding LOI with Creekstone Energy to acquire 25 acres with up to 50 MW of power at Creekstone's Delta Data Center Development (Delta Gigasite) in Utah for modular SkyMod AI data centers,https://www.sec.gov/Archives/edgar/data/1416090/000109690625001202/bsai_ex99z1.htm
2025-07-24,2025,"DIGITAL REALTY TRUST, INC.",Equity Financing,Other,3000.0,,1,Digital Realty's U.S. Hyperscale Data Center Fund tops $3bn in LP equity commitments; DLR contributes five operating data centers and two development sites for $900mm+ gross proceeds and buys land in Atlanta (200 MW) and Dallas (480 MW),https://www.sec.gov/Archives/edgar/data/1297996/000155837025009543/dlr-20250724xex99d1.htm
2025-07-17,2025,PPL Corp,Joint Venture,Joint Venture,,,1,"PPL and Blackstone Infrastructure form 51/49 joint venture to build, own and operate gas-fired combined-cycle generation in Pennsylvania to power data centers under long-term energy services agreements",https://www.sec.gov/Archives/edgar/data/922224/000092222425000028/ppl-07172025exhibit991.htm
2025-07-10,2025,"Soluna Holdings, Inc",Hosting/Colocation Agreement,Other,20.0,48.0,1,"Soluna completes hosting expansion contracts fully contracting the 48 MW Project Dorothy 2 data center (30 MW customer expansion, Compass Mining 13 MW, Blockware 8 MW) and secures $20M from Spring Lane Capital for Project Kati 1",https://www.sec.gov/Archives/edgar/data/64463/000164117225018517/ex99-1.htm
2025-07-03,2025,IREN Ltd,Other,Other,130.0,50.0,1,"IREN purchases 2.4k NVIDIA Blackwell B200/B300 GPUs for ~$130mm to deploy at its 50 MW Prince George, BC data center, lifting AI Cloud fleet to ~4.3k GPUs",https://www.sec.gov/Archives/edgar/data/1878848/000114036125024747/ef20051566_ex99-1.htm
2025-07-02,2025,Jet.AI Inc.,Joint Venture,Joint Venture,20.0,500.0,1,"Jet.AI forms Convergence Compute joint venture with Consensus Core to develop hyperscale data center projects in Manitoba and Maritime Canada, committing up to $20 million in five milestone tranches",https://www.sec.gov/Archives/edgar/data/1861622/000164117225017613/form8-k.htm
2025-06-25,2025,"Bit Digital, Inc",Debt Financing,Debt Financing,43.9,,1,"Bit Digital's WhiteFiber/Enovum secures ~$43.9 million RBC credit facility to refinance buildout of MTL-2 Tier-3 AI data center in Pointe-Claire, Quebec",https://www.sec.gov/Archives/edgar/data/1710350/000121390025057420/ea0246857-8k_bitdigit.htm
2025-06-25,2025,SONIM TECHNOLOGIES INC,Other,Other,300.0,,1,"Sonim signs non-binding LOI for reverse takeover by an unnamed private US HPC 'AI factory' operator valued at ~$300 million, with Sonim holders retaining $17.5 million of equity",https://www.sec.gov/Archives/edgar/data/1178697/000164117225016375/ex99-1.htm
2025-06-10,2025,"Hyperscale Data, Inc.",Hosting/Colocation Agreement,Other,,20.0,1,"Hyperscale Data subsidiary Sentinum signs hosting services agreement with Montana OP LLC for ~20 MW of capacity at a Montana data center to deploy ~6,800 S19j Pro bitcoin miners with grid curtailment revenue sharing",https://www.sec.gov/Archives/edgar/data/896493/000121465925009069/o6102508k.htm
2025-06-02,2025,Applied Digital Corp.,Lease,Lease,7000.0,250.0,1,"Applied Digital signs two ~15-year leases with CoreWeave for 250 MW of AI/HPC capacity at its Ellendale, North Dakota campus, worth ~$7 billion in total revenue",https://www.sec.gov/Archives/edgar/data/1144879/000164117225013199/ex99-2.htm
2025-05-23,2025,"Bit Digital, Inc",Acquisition,Acquisition,45.0,99.0,1,"Bit Digital's WhiteFiber/Enovum subsidiary closes $45 million acquisition of a Unifi industrial building in Madison, North Carolina for conversion to an HPC data center with up to 99 MW of Duke Energy power",https://www.sec.gov/Archives/edgar/data/1710350/000121390025047369/ea0243002-8k_bitdigit.htm
2025-05-21,2025,UNIFI INC,Sale/Divestiture,Other,45.0,99.0,1,"Unifi Manufacturing closes sale of North Carolina industrial property to Enovum Data Centers affiliate for $45 million plus power-capacity earnouts, for conversion to a data center",https://www.sec.gov/Archives/edgar/data/100726/000119312525123665/d59337dex101.htm
2025-05-19,2025,"DUOS TECHNOLOGIES GROUP, INC.",Other,Other,,,1,"Duos Technologies Q1 2025 call: customer commitments for eight additional Edge Data Centers across Texas (target 15 by YE2025) and 570 MW of APR Energy gas turbines contracted, including behind-the-meter power for two U.S. data centers and a planned Pampa, TX data center park",https://www.sec.gov/Archives/edgar/data/1396536/000107997325000897/ex99x2.htm
2025-05-13,2025,Galaxy Digital Inc.,Lease,Lease,,260.0,1,"CoreWeave exercises Phase II option for ~260 MW of incremental critical IT load at Galaxy's Helios data center campus, lifting total committed capacity to ~393 MW",https://www.sec.gov/Archives/edgar/data/1859392/000185939225000007/glxy-20250331xpressrelease.htm
2025-05-08,2025,Hut 8 Corp.,Land Acquisition,Other,,205.0,1,"Hut 8 Q1 2025 results: 205 MW Vega data center on track for Q2 2025 energization, 592 acres secured at River Bend campus in Louisiana, and launch of American Bitcoin subsidiary",https://www.sec.gov/Archives/edgar/data/1964789/000155837025006847/hut-20250508xex99d1.htm
2025-05-06,2025,Cipher Mining Inc.,Joint Venture,Joint Venture,,300.0,1,"Cipher Mining signs joint venture term sheet with Fortress to finance its 300 MW Barber Lake HPC data center site in Colorado City, Texas, alongside 300 MW Black Pearl energization",https://www.sec.gov/Archives/edgar/data/1819989/000181998925000034/exh992ciphermining_busin.htm
2025-05-01,2025,"Riot Platforms, Inc.",Acquisition,Acquisition,185.0,,1,"Riot subsidiary Whinstone US acquires Rhodium's equipment and property at the Rockdale, TX data center out of Chapter 11 for $185mm ($136mm cash + $49mm Riot stock), settling litigation and terminating Rhodium hosting agreements",https://www.sec.gov/Archives/edgar/data/1167419/000155837025006115/riot-20250428xex10d1.htm
2025-04-24,2025,"DIGITAL REALTY TRUST, INC.",Equity Financing,Other,2500.0,,1,"Digital Realty launches U.S. Hyperscale Data Center Fund targeting ~$2.5bn of LP equity (>$1.7bn subscribed) to hold five operating hyperscale data centers and four development land sites, and enters Indonesia via 50% stake in Digital Realty Bersama JV for ~$95mm",https://www.sec.gov/Archives/edgar/data/1297996/000155837025005434/dlr-20250424xex99d1.htm
2025-04-15,2025,"Soluna Holdings, Inc",Land Acquisition,Other,,166.0,1,"Soluna signs definitive agreements to secure two land parcels in Willacy County, Texas for its 166 MW Project Kati Bitcoin hosting and AI data center site",https://www.sec.gov/Archives/edgar/data/64463/000164117225004702/ex99-1.htm
2025-04-08,2025,"Edgemode, Inc.",Acquisition,Acquisition,,95.0,1,"Edgemode closes share exchange acquiring 100% of Synthesis Analytics Production Ltd (SAPL), gaining a 95 MW grid-access/power purchase agreement, building lease and land in Marviken, Sweden for planned 20 MW and 75 MW HPC colocation data centers",https://www.sec.gov/Archives/edgar/data/1652958/000168316825002328/edgemode_8k.htm
2025-04-02,2025,"DUOS TECHNOLOGIES GROUP, INC.",Power/Interconnection Agreement,Other,,300.0,1,"Duos reports closing of APR Energy/Fortress asset management agreement (~$42mm over 2 years) and deployment of 300 MW of APR gas turbines behind-the-meter for an unnamed large US AI data center operator; first Edge Data Center commercialized in Amarillo, TX with Pampa, TX sites next",https://www.sec.gov/Archives/edgar/data/1396536/000107997325000588/ex99x2.htm
2025-03-31,2025,Hut 8 Corp.,Joint Venture,Joint Venture,,,1,Hut 8 contributes substantially all its ASIC miners to American Data Centers Inc. (renamed American Bitcoin) for an 80% stake and becomes its exclusive ASIC colocation and managed services provider,https://www.sec.gov/Archives/edgar/data/1964789/000155837025004056/hut-20250331xex99d1.htm
2025-03-26,2025,Mawson Infrastructure Group Inc.,Hosting/Colocation Agreement,Other,,,1,Mawson Hosting signs a 3-year profit-share Master Colocation Agreement to host Canaan Inc.'s bitcoin-mining ASICs at a Mawson data center facility in the PJM region,https://www.sec.gov/Archives/edgar/data/1218683/000101376225002419/ea023566301ex10-1_mawson.htm
2025-03-11,2025,"Soluna Holdings, Inc",Hosting/Colocation Agreement,Other,,5.5,1,"Soluna monthly update: Project Kati (166 MW) exits ERCOT planning phase, 5.5 MW Bit Digital hosting expansion at Project Dorothy, and Project Rosa land purchase agreement securing up to 187 MW",https://www.sec.gov/Archives/edgar/data/64463/000149315225009783/ex99-1.htm
2025-02-28,2025,TERAWULF INC.,Lease,Lease,1000.0,72.5,1,"TeraWulf signs long-term data center leases with Core42 for 72.5 MW of HPC hosting capacity at Lake Mariner, New York, expected to generate $1bn cumulative revenue over initial 10-year terms with a 135 MW expansion option",https://www.sec.gov/Archives/edgar/data/1083301/000108330125000013/a_wulfformearningsrelease2.htm
2025-02-27,2025,"Core Scientific, Inc./tx",Hosting/Colocation Agreement,Other,1200.0,70.0,1,"Core Scientific signs $1.2bn, 70 MW critical IT HPC hosting expansion with CoreWeave at Denton, Texas, taking the site to ~260 MW and CoreWeave's total contracted capacity to ~590 MW across six sites",https://www.sec.gov/Archives/edgar/data/1839341/000162828025008312/ex991-coreweavepressrelease.htm
2025-02-27,2025,NEW ERA HELIUM INC.,Land Acquisition,Other,,250.0,1,"New Era Helium / Sharon AI JV Texas Critical Data Centers signs LOI with GROW Odessa to acquire 200 acres in Ector County, Texas for a 250 MW net-zero, behind-the-meter gas-powered AI/HPC data center",https://www.sec.gov/Archives/edgar/data/2028336/000110465925018286/tm257843d1_ex99-1.htm
2025-02-26,2025,"MARA Holdings, Inc.",Acquisition,Acquisition,,240.0,1,"MARA Q4/FY2024 shareholder letter: acquires a Hansford County, Texas wind farm (240 MW interconnection, 114 MW nameplate) to power mining behind the meter, closed Q1 2025; recaps 2024 purchases of five owned data centers (Granbury/Kearney 390 MW, Garden City 200 MW, Ohio 222 MW) totaling ~1.2 GW",https://www.sec.gov/Archives/edgar/data/1507605/000149315225008402/ex99-1.htm
2025-02-25,2025,Cipher Mining Inc.,Development Agreement,Other,,500.0,1,"Cipher Mining signs MOU for an additional 500 MW data center at Barber Lake, acquires 337 adjacent acres, and closes acquisition of the 100 MW Stingray site in Andrews County, Texas",https://www.sec.gov/Archives/edgar/data/1819989/000181998925000003/exh992revduploadtoworkiv.htm
2025-02-21,2025,"Solaris Energy Infrastructure, Inc.",Power/Interconnection Agreement,Other,,500.0,1,"Solaris Energy Infrastructure signs six-year contract for a minimum 500 MW of behind-the-meter gas-turbine power to support construction of a new data center, with a 50.1%/49.9% JV with the customer to co-own the power equipment",https://www.sec.gov/Archives/edgar/data/1697500/000169750025000006/sei-20250220xex99.htm
2025-02-20,2025,Jet.AI Inc.,Development Agreement,Other,,50.0,1,"Jet.AI pivots to AI data center development, signing an LOI for a first 50 MW project on a 120-acre campus with phased build-out toward 1 GW, alongside all-stock sale of its aviation assets to flyExclusive",https://www.sec.gov/Archives/edgar/data/1861622/000149315225007719/ex99-2.htm
2025-02-20,2025,"Soluna Holdings, Inc",Power/Interconnection Agreement,Other,,166.0,1,"Soluna's 166 MW Project Kati exits ERCOT planning phase, clearing path to construction of two-phase Texas Bitcoin hosting / AI data center co-located with EDF Renewables-Masdar wind farm",https://www.sec.gov/Archives/edgar/data/64463/000149315225007728/ex99-1.htm
2025-02-13,2025,"DIGITAL REALTY TRUST, INC.",Joint Venture,Joint Venture,7000.0,,1,"Digital Realty and Blackstone close second phase of their $7bn hyperscale data center development JV (Frankfurt and Northern Virginia); DLR also buys 156 acres in Charlotte, NC for $160mm (400 MW) and sells further Frankfurt stake to Digital Core REIT",https://www.sec.gov/Archives/edgar/data/1297996/000155837025000945/dlr-20250213xex99d1.htm
2025-02-12,2025,EQUINIX INC,Lease,Lease,,31.0,1,Equinix Q4 2024 earnings release: xScale JVs leased an incremental 31 MW at Paris 12 and Paris 13 (total xScale leasing >400 MW globally) and recaps the >$15bn US xScale JV with CPP Investments and GIC and a 20 MW Singapore 6 build,https://www.sec.gov/Archives/edgar/data/1101239/000162828025005122/eqix-123124xpr.htm
2025-01-29,2025,Roth CH Acquisition Co.,SPAC Merger,Other,,,1,"Roth CH Acquisition Co. signs business combination agreement with Sharon AI, an AI/HPC GPU-as-a-Service provider operating in Tier IV colocation data centers and developing a 250 MW net-zero data center JV in the Permian Basin, Texas",https://www.sec.gov/Archives/edgar/data/1860514/000182912625000486/rothchacq_ex99-1.htm
2025-01-21,2025,NEW ERA HELIUM INC.,Joint Venture,Joint Venture,,250.0,1,New Era Helium and Sharon AI sign LLC Agreement forming 50/50 joint venture Texas Critical Data Centers LLC to build a 250 MW net-zero gas-fired power plant and data center in the Permian Basin,https://www.sec.gov/Archives/edgar/data/2028336/000110465925004896/tm253803d1_8k.htm
2025-01-14,2025,Applied Digital Corp.,Equity Financing,Other,900.0,100.0,1,"Applied Digital signs Unit Purchase Agreement with Macquarie Asset Management (MIP VI) for $225mm preferred equity at closing and up to $900mm total equity commitment into APLD HPC Holdings, owner of the 100 MW Ellendale, ND Building A HPC data center and Buildings B and C",https://www.sec.gov/Archives/edgar/data/1144879/000149315225002040/ex10-1.htm
2025-01-10,2025,"Gryphon Digital Mining, Inc.",Hosting/Colocation Agreement,Other,,,1,Gryphon Digital Mining signs a 1-year Master Colocation Agreement with Mawson Hosting to colocate its mining servers at a Mawson data center facility in the PJM region,https://www.sec.gov/Archives/edgar/data/1755953/000121390025002372/ea022691901ex10-4_gryphon.htm
2025-01-07,2025,HALLADOR ENERGY CO,Power Purchase Agreement,Other,5.0,,1,Hallador Power signs exclusive Conversion Transaction Commitment Agreement with an unnamed global data center developer to supply energy and capacity from its 1 GW Merom Generating Station (via a utility partner) to a potential data center in Indiana,https://www.sec.gov/Archives/edgar/data/788965/000155837025000046/hnrg-20250102xex99d1.htm
2025-01-06,2025,"Bit Digital, Inc",Acquisition,Acquisition,23.3,5.0,1,"Bit Digital (via Enovum Data Centers MTL II) acquires 160,000 sq ft Montreal-area building from an Alexandria Real Estate Equities subsidiary for CAD $33.5 million (~US$23.3 million) for a 5 MW Tier-3 build-to-suit data center (MTL2)",https://www.sec.gov/Archives/edgar/data/1710350/000121390025000891/ea0226703-8k_bitdigi.htm
2024-12-26,2024,TERAWULF INC.,Lease,Lease,,60.0,1,"TeraWulf signs 10-year data center lease with Core42 (G42 subsidiary) for 72.5 MW gross / 60 MW critical IT at Lake Mariner, New York, with option to expand by 135 MW gross / 108 MW IT",https://www.sec.gov/Archives/edgar/data/1083301/000095014224002999/eh240572111_ex9901.htm
2024-12-02,2024,Cartica Acquisition Corp,SPAC Merger,Other,4184.0,42.0,1,"Cartica Acquisition Corp agrees to SPAC merger with Nidar Infrastructure (Yotta Data Services), India's Tier III/IV data center and NVIDIA cloud operator, at ~$4.2bn enterprise value with ~$475mm PIPE cash to fund expansion",https://www.sec.gov/Archives/edgar/data/1848437/000110465924124238/tm2429863d1_ex99-1.htm
2024-11-25,2024,"Core Scientific, Inc./tx",Power/Interconnection Agreement,Other,,394.0,1,"Denton City Council approves amendments to Core Scientific's power purchase agreements and land leases, raising power access from 297 MW to 394 MW and leased land from 31 to 78 acres for HPC/GPU expansion",https://www.sec.gov/Archives/edgar/data/1839341/000162828024049126/core_scientificxannouncesx.htm
2024-11-14,2024,Oklo Inc.,Power Purchase Agreement,Other,,750.0,1,"Oklo receives non-binding LOIs for up to 750 MW of nuclear power for data center projects, including a 100 MW 20-year PPA LOI with Prometheus Hyperscale, lifting its customer pipeline to 2,100 MW",https://www.sec.gov/Archives/edgar/data/1849056/000162828024047882/oklo_shareholder-letterx.htm
2024-11-12,2024,"MARA Holdings, Inc.",Acquisition,Acquisition,60.0,122.0,1,"MARA acquires two operational bitcoin mining data centers in Hannibal and Hopedale, Ohio (222 MW interconnect-approved, 122 MW current) at $270,000/MW (~$60mm implied) and begins developing a 150 MW greenfield site in Findlay, Ohio",https://www.sec.gov/Archives/edgar/data/1507605/000149315224044817/ex99-1.htm
2024-11-12,2024,TERAWULF INC.,Lease,Lease,500.0,750.0,1,"TeraWulf signs expanded long-term Lake Mariner ground lease with exclusive rights to 750 MW of infrastructure capacity for HPC hosting, sells 25% Nautilus JV stake to Talen and raises $500mm convertible notes",https://www.sec.gov/Archives/edgar/data/1083301/000108330124000145/aex991xearningsreleasexq.htm
2024-11-12,2024,Roth CH Acquisition V Co.,Joint Venture,Joint Venture,,90.0,1,New Era Helium and Sharon AI sign non-binding LOI for 50/50 joint venture to build an initial 90 MW gas-fired power plant and Tier 3 AI data center in the Permian Basin,https://www.sec.gov/Archives/edgar/data/1885998/000110465924116487/tm2428033d1_ex99-2.htm
2024-11-06,2024,"Core Scientific, Inc./tx",Hosting/Colocation Agreement,Other,8700.0,500.0,1,"Core Scientific Q3 2024 results: HPC hosting customer exercised options for an additional 232 MW (112 MW in Q3, 120 MW in Q4), bringing contracted critical IT load to ~500 MW with ~$8.7bn potential revenue over 12-year contracts; new 11 MW Alabama data center secured",https://www.sec.gov/Archives/edgar/data/1839341/000162828024045714/q32024corescientificinc-ea.htm
2024-11-04,2024,Talen Energy Corp,Power/Interconnection Agreement,Other,,300.0,1,FERC rejects amended Susquehanna ISA that would have raised co-located load for the AWS data center campus at Talen's Susquehanna nuclear plant from 300 MW to 480 MW; existing ISA still permits 300 MW and first phases proceed,https://www.sec.gov/Archives/edgar/data/1622536/000162828024044828/a20241103pressreleaseferco.htm
2024-10-31,2024,Cipher Mining Inc.,Land Acquisition,Other,,300.0,1,Cipher Mining closes acquisitions of 300 MW Barber Lake and 70 MW Reveille data center sites in Texas and signs options on three additional 500 MW sites,https://www.sec.gov/Archives/edgar/data/1819989/000181998924000026/cifr-20241031xex991.htm
2024-10-30,2024,EQUINIX INC,Joint Venture,Joint Venture,15000.0,,1,"Equinix agrees to form a greater-than-$15bn xScale joint venture with CPP Investments and GIC to build multi-hundred-megawatt hyperscale data center campuses across the U.S., nearly tripling xScale capital",https://www.sec.gov/Archives/edgar/data/1101239/000162828024044328/eqix-093024xpruploadhyperl.htm
2024-10-28,2024,COPT DEFENSE PROPERTIES,Land Acquisition,Other,,,1,"COPT Defense acquires 365-acre land parcel near Des Moines, Iowa (3.3mm developable SF) to expand its hyperscale data center shell program to a new market",https://www.sec.gov/Archives/edgar/data/860546/000086054624000058/cdp09302024ex991.htm
2024-10-24,2024,"DIGITAL REALTY TRUST, INC.",Acquisition,Acquisition,200.0,15.0,1,"Digital Realty 3Q24 results disclose closed $200mm acquisition of two Slough (west London) data centers totaling 15 MW IT load, plus €43mm purchase of Amsterdam Schiphol Rijk land/shell (15 MW) and ~$15mm Richardson, TX parcel",https://www.sec.gov/Archives/edgar/data/1297996/000155837024013620/dlr-20241024xex99d1.htm
2024-10-23,2024,"Core Scientific, Inc./tx",Hosting/Colocation Agreement,Other,2000.0,120.0,1,"CoreWeave exercises final option with Core Scientific for ~120 MW of additional critical IT load under a 12-year HPC hosting contract, bringing total contracted capacity to ~500 MW at six sites and cumulative revenue to $8.7bn",https://www.sec.gov/Archives/edgar/data/1839341/000162828024043341/corescientifichpcoption3re.htm
2024-10-03,2024,TERAWULF INC.,Sale/Divestiture,Other,92.0,,1,TeraWulf sells its 25% stake in the Nautilus Cryptomine JV to a Talen Energy subsidiary for ~$92mm ($85mm cash plus ~$7mm of miners) to fund HPC/AI buildout at Lake Mariner,https://www.sec.gov/Archives/edgar/data/1083301/000095014224002511/eh240539927_ex9901.htm
2024-09-16,2024,"Soluna Holdings, Inc",Development Agreement,Other,,187.0,1,"Soluna signs term sheets for power and land for Project Rosa, a 187 MW data center co-located with a 240 MW wind farm in Texas",https://www.sec.gov/Archives/edgar/data/64463/000149315224036350/ex99-1.htm
2024-09-05,2024,Talen Energy Corp,Power Purchase Agreement,Other,650.0,960.0,1,"Talen investor day details AWS arrangement: $650mm sale of the Cumulus Data campus plus Susquehanna nuclear PPA for up to 960 MW of direct-connect carbon-free power ramping 120 MW/yr on 10-year fixed-price terms, with FERC review of the ISA amendment to 480/960 MW pending",https://www.sec.gov/Archives/edgar/data/1622536/000162828024039475/a20240905taleninvestorda.htm
2024-08-22,2024,"Stronghold Digital Mining, Inc.",Acquisition,Acquisition,125.0,307.0,1,"Bitfarms agrees to acquire Stronghold Digital Mining in an all-stock merger valued at ~$125mm ($6.02/share, 2.52 BITF shares per SDIG share), adding 165 MW of Pennsylvania generation and 142 MW of PJM import capacity with HPC/AI potential",https://www.sec.gov/Archives/edgar/data/1856028/000114036124038104/ef20034492_ex99-1.htm
2024-08-16,2024,"Soluna Holdings, Inc",Power Purchase Agreement,Other,,166.0,1,Soluna Q2 2024 results: signed definitive power purchase agreement with EDF Renewables for 166 MW two-phase Project Kati Texas data center co-located at EDF Renewables/Masdar wind facility,https://www.sec.gov/Archives/edgar/data/64463/000149315224032792/ex99-1.htm
2024-08-13,2024,Hut 8 Corp.,Equity Financing,Other,150.0,205.0,1,Hut 8 Q2 2024 results: closed $150mm Coatue strategic investment to build AI infrastructure and announced new Texas Panhandle site with 205 MW of available power,https://www.sec.gov/Archives/edgar/data/1964789/000155837024011970/hut-20240813xex99d1.htm
2024-08-13,2024,Oklo Inc.,Power Purchase Agreement,Other,,100.0,1,"Oklo Q2 2024 update: non-binding LOI for a 20-year PPA to supply 100 MW of nuclear power to Wyoming Hyperscale's data center campus; 1,350 MW total in signed non-binding LOIs including 50 MW to Diamondback Energy and Equinix pre-agreement for up to 500 MW with $25mm pre-payment",https://www.sec.gov/Archives/edgar/data/1849056/000110465924088946/tm2421217d1_ex99-1.htm
2024-08-13,2024,Cipher Mining Inc.,Land Acquisition,Other,,70.0,1,"Cipher Mining Q2 2024 business update: on track to close Reveille site in Cotulla, Texas (70 MW approved, expandable to 200 MW) for HPC powered shell, plus 4 new North American sites with up to 1.7 GW for 2027-2028 energization",https://www.sec.gov/Archives/edgar/data/1819989/000095017024095751/cifr-ex99_2.htm
2024-08-07,2024,"Core Scientific, Inc./tx",Hosting/Colocation Agreement,Other,6700.0,382.0,1,Core Scientific contracts 382 MW of HPC hosting infrastructure with CoreWeave under 12-year agreements with ~$6.7bn total potential revenue; CoreWeave funds up to $575mm ($1.5mm/MW) of build-out; 16 MW Austin HPC site begins operations,https://www.sec.gov/Archives/edgar/data/1839341/000162828024035651/q22024corescientificinc-ea.htm
